0.00000,2.0000179259115213881159434095025062561035,4.0000537458687874803331396833527833223343,2.0000358505476598658390230411896482110023,2.0000358505476598658390230411896482110023,1.9999999706849891367710370104759931564331
0.10000,2.0000060213424650790159375901566818356514,4.0000180276363881404222411219961941242218,2.0000120411485680094187955546658486127853,2.0000120411485680094187955546658486127853,1.9999999666817176446897974528837949037552
0.20000,2.0002536860342545743662867607781663537025,4.0007610027508420103004027623683214187622,2.0005073683166774145547606167383491992950,2.0005073683166774145547606167383491992950,1.9999999521517419776017732147010974586010
0.30000,2.0023968344936329266658958658808842301369,4.0071903820995506961821774893905967473984,2.0047936500657468350539147650124505162239,2.0047936500657468350539147650124505162239,1.9999999164616897306956389002152718603611
0.40000,2.0104878178644760566839977400377392768860,4.0314630490244711680247746699023991823196,2.0209755163514393494494925107574090361595,2.0209755163514393494494925107574090361595,1.9999998341860680817205775383627042174339
0.50000,2.0307933437092846595817263732897117733955,4.0923782674109059342981709050945937633514,2.0615859797553883758780557400314137339592,2.0615859797553883758780557400314137339592,1.9999996516094136200791808732901699841022
0.60000,2.0701555600886312191732940846122801303864,4.2104585864630807989783534139860421419144,2.1403074407033098047747898817760869860649,2.1403074407033098047747898817760869860649,1.9999992651450926306466726600774563848972
0.70000,2.1337755178490298568760863417992368340492,4.4012919551376086246818886138498783111572,2.2675344903914149696788626897614449262619,2.2675344903914149696788626897614449262619,1.9999984922038089862894594261888414621353
0.80000,2.2234761945410941308409746852703392505646,4.6702968171161858279560874507296830415726,2.4468879747519993728133158583659678697586,2.4468879747519993728133158583659678697586,1.9999970621532812131704304192680865526199
0.90000,2.3370925218502813791587868763599544763565,5.0108343074201426858849117706995457410812,2.6739660345176523570387416839366778731346,2.6739660345176523570387416839366778731346,1.9999947602351191289216103541548363864422
1.00000,2.4690295886101223388209291442763060331345,5.4057643449800432122742677165661007165909,2.9374008732575789260010878933826461434364,2.9374008732575789260010878933826461434364,1.9999921870750074770484161490458063781261
1.10000,2.6116017347005349158450826507760211825371,5.8312543839758488317670526157598942518234,3.2214313248648784870908912125742062926292,3.2214313248648784870908912125742062926292,1.9999934689466274395641676164814271032810
1.20000,2.7566341281593249590287086903117597103119,6.2612690683280138870259179384447634220123,3.5089445266352585761637783434707671403885,3.5089445266352585761637783434707671403885,2.0000141432168216937270699418149888515472
1.30000,2.8968968340384013693267206690507009625435,6.6714750463792746870694827521219849586487,3.7841357254379852648185078578535467386246,3.7841357254379852648185078578535467386246,2.0001004295417055267591877054655924439430
1.40000,3.0271178279844161984613037930103018879890,7.0419017044451219788925300235860049724579,4.0343256417989179496430551807861775159836,4.0343256417989179496430551807861775159836,2.0003682488317013898893037548987194895744
1.50000,3.1444881229255621235552098369225859642029,7.3583009255844045171102152380626648664474,4.2508615706072747641997011669445782899857,4.2508615706072747641997011669445782899857,2.0010659072954166681768128910334780812263
1.60000,3.2486848249711974823128457501297816634178,7.6125637473389140552626486169174313545227,4.4293013260621831861385544470977038145065,4.4293013260621831861385544470977038145065,2.0026459201857451652983854728518053889275
1.70000,3.3414953725415030838519214739790186285973,7.8026867915502045036646450171247124671936,4.5691908364349407278837134072091430425644,4.5691908364349407278837134072091430425644,2.0058004912218256876599298266228288412094
1.80000,3.4261519120025449858246702206088230013847,7.9326263512709580538739828625693917274475,4.6736921423424284682823781622573733329773,4.6736921423424284682823781622573733329773,2.0113939785886461031338967586634680628777
1.90000,3.5065041917335624255258608172880485653877,8.0120173294383736362078707315959036350250,4.7491360650866445425322126538958400487900,4.7491360650866445425322126538958400487900,2.0202493909986478648477259412175044417381
